Student_ID,Gender,Age,School_Type,District,Family_Income,Parent_Education_Level,Chosen_Program,Applied_Institution,Application_Status,O_Level_Mathematics,O_Level_English,O_Level_Malay_Language,O_Level_Islamic_Religious_Knowledge,O_Level_Chemistry,O_Level_Biology,O_Level_Physics,O_Level_Combined_Science,O_Level_Commerce,O_Level_Economics,O_Level_Computer_Science,O_Level_Additional_Maths,A_Level_Mathematics,A_Level_English,A_Level_Chemistry,A_Level_Biology,A_Level_Physics,A_Level_Commerce,A_Level_Economics,A_Level_Computer_Science,O_Level_Credits,A_Level_Credits
STU1158,Male,17,Private,Brunei-Muara,6147,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,D,B,A,B,C,D,U,C,E,B,E,B,B,,,E,,A,,,7,2
STU1159,Female,18,International,Belait,1111,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,B,C,E,B,B,U,D,A,C,U,B,E,,,,A,,,,8,1
STU1160,Male,18,International,Brunei-Muara,1255,Diploma,ICT,Politeknik Brunei,Rejected,U,A,D,D,E,E,D,U,A,D,D,B,,U,,,,,,D,3,0
STU1161,Male,18,Public,Temburong,4843,Degree,Engineering,IBTE,Waiting List,A,C,U,U,A,E,E,E,E,A,C,B,A,,,,,,,,6,1
STU1162,Male,18,International,Temburong,7254,Masters Degree,Engineering,IBTE,Rejected,U,A,U,A,U,U,E,U,A,E,B,E,,,,,,,,,4,0
STU1163,Female,17,Public,Tutong,7422,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,E,C,E,E,U,C,B,C,D,U,E,,,,,,,,,4,0
STU1164,Male,17,Private,Brunei-Muara,6371,Degree,ICT,Politeknik Brunei,Rejected,E,A,C,B,C,C,A,E,B,E,D,A,,,,,,,,D,8,0
STU1165,Male,18,Private,Brunei-Muara,8796,Diploma,ICT,Politeknik Brunei,Waiting List,A,E,U,E,A,E,C,C,U,U,D,U,,,,,,,,,4,0
STU1166,Female,17,Public,Temburong,5727,Postgraduate,ICT,Politeknik Brunei,Waiting List,E,E,U,A,B,C,U,B,E,D,E,C,,,,,,,,,5,0
STU1167,Male,16,Public,Brunei-Muara,5008,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,U,D,D,E,C,D,U,A,E,E,C,B,,,,B,A,,,4,3
STU1168,Female,17,Private,Temburong,7088,Masters Degree,ICT,Politeknik Brunei,Waiting List,C,A,E,B,A,A,A,B,A,C,U,U,,,,,,,,,9,0
STU1169,Male,16,Private,Temburong,9326,Masters Degree,Engineering,IBTE,Rejected,A,C,B,B,B,A,U,C,C,E,U,D,E,,,A,,C,,,8,2
STU1170,Male,19,Public,Brunei-Muara,5264,Degree,Engineering,IBTE,Waiting List,B,A,A,E,C,C,A,U,U,C,B,B,C,,C,,,,,C,9,3
STU1171,Male,20,Private,Tutong,8352,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,E,E,A,D,U,E,A,U,C,D,C,U,,,,,,,,,4,0
STU1172,Male,19,Private,Brunei-Muara,4531,Diploma,Business,Laksamana College of Business,Waiting List,U,E,D,B,A,E,E,B,U,U,U,C,,,U,,E,C,,,4,1
STU1173,Male,20,Private,Brunei-Muara,7966,Diploma,Engineering,IBTE,Accepted,U,U,U,B,A,D,E,B,C,E,A,C,U,B,,D,,,,,6,1
STU1174,Male,18,Private,Belait,2937,Degree,ICT,Politeknik Brunei,Waiting List,C,E,D,D,E,B,U,B,E,C,U,U,C,A,,,,,,U,4,2
STU1175,Male,20,Public,Belait,1780,Diploma,Engineering,IBTE,Accepted,B,B,B,U,B,E,B,D,U,D,D,A,E,,,B,,,,,6,1
STU1176,Female,17,Private,Temburong,9112,Degree,Engineering,IBTE,Waiting List,U,B,C,B,U,B,A,U,A,B,E,D,,,,,,,,,7,0
STU1177,Female,20,Private,Brunei-Muara,1178,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,B,E,D,A,D,A,A,C,A,A,C,A,,,,C,,,,9,2
STU1178,Male,18,International,Tutong,8608,Postgraduate,Business,Laksamana College of Business,Accepted,B,C,D,C,B,C,C,D,D,A,E,B,E,,U,E,,,,,8,0
STU1179,Male,17,Private,Belait,2313,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,C,A,U,D,E,E,U,U,A,A,C,E,,,,,,,,,5,0
STU1180,Male,18,Public,Belait,1694,Postgraduate,Business,Laksamana College of Business,Accepted,C,A,B,A,D,C,E,U,B,A,B,B,,,,,,,,,9,0
STU1181,Female,18,Public,Brunei-Muara,9314,Diploma,Business,Laksamana College of Business,Rejected,C,D,B,D,B,A,D,C,A,A,U,B,,,,,,,,,8,0
STU1182,Male,19,Private,Tutong,2477,Diploma,Engineering,IBTE,Waiting List,C,D,A,A,D,U,C,A,B,U,B,U,A,A,,,,U,,,7,2
STU1183,Female,18,Private,Temburong,7259,Postgraduate,ICT,Politeknik Brunei,Accepted,U,C,A,U,C,D,A,U,U,B,U,D,,,A,D,,,,A,5,2
STU1184,Male,18,International,Belait,6916,Masters Degree,Business,Laksamana College of Business,Waiting List,B,B,U,U,B,B,D,B,C,A,B,C,,,U,,D,,,,9,0
STU1185,Female,20,Private,Tutong,6085,Degree,Engineering,IBTE,Rejected,U,B,C,C,U,A,D,D,A,B,A,D,,,,,,,,B,7,1
STU1186,Male,18,Public,Tutong,9418,Diploma,Business,Laksamana College of Business,Accepted,D,U,U,U,E,B,B,D,E,A,C,E,,,,,,,,,4,0
STU1187,Male,17,Private,Brunei-Muara,4918,Diploma,Business,Laksamana College of Business,Rejected,C,E,B,U,E,B,U,E,B,D,C,E,,,,,,,,,5,0
STU1188,Female,18,Public,Brunei-Muara,7915,Diploma,ICT,Politeknik Brunei,Rejected,D,D,E,U,B,B,U,D,A,C,A,C,,,,,,,,,6,0
STU1189,Female,16,Private,Temburong,7376,Degree,ICT,Politeknik Brunei,Accepted,U,C,C,A,E,A,D,U,E,U,B,B,,,,,,,,,6,0
STU1190,Female,16,International,Tutong,4920,Postgraduate,Engineering,IBTE,Waiting List,E,B,A,E,U,B,D,U,U,U,A,E,,,,,,,,,4,0
STU1191,Male,16,Private,Belait,4555,Masters Degree,ICT,Politeknik Brunei,Waiting List,D,A,U,U,E,D,B,C,B,C,D,D,,,,,,,,,5,0
STU1192,Female,17,International,Belait,6215,Degree,Engineering,IBTE,Waiting List,E,D,B,A,U,D,A,C,C,C,C,C,,E,,,,,,,8,0
STU1193,Female,16,International,Temburong,1789,Degree,ICT,Politeknik Brunei,Accepted,E,U,E,U,B,C,C,B,U,C,C,U,A,,C,,,,,,6,2
STU1194,Male,18,Public,Tutong,7391,Diploma,Engineering,IBTE,Waiting List,C,A,B,C,E,D,E,D,C,D,B,E,U,,,,,,D,,6,0
STU1195,Male,20,International,Tutong,5304,Postgraduate,Engineering,IBTE,Rejected,D,E,B,B,U,D,B,B,E,B,A,D,,,,,,,,,6,0
STU1196,Female,18,Public,Belait,2509,Degree,Business,Laksamana College of Business,Rejected,D,C,C,C,U,A,C,B,U,A,U,D,C,C,,C,,,,,7,3
STU1197,Male,20,Public,Brunei-Muara,1137,Postgraduate,ICT,Politeknik Brunei,Accepted,C,U,U,E,A,A,B,C,B,E,C,B,,,,,,,,,8,0
STU1198,Female,20,International,Temburong,3608,Diploma,Engineering,IBTE,Waiting List,B,E,U,D,D,D,E,U,E,C,U,U,A,,,,,U,,E,2,1
STU1199,Female,20,International,Belait,2478,Masters Degree,ICT,Politeknik Brunei,Accepted,A,D,C,A,D,U,U,A,A,U,U,U,,,,,,,,,5,0
STU1200,Male,16,Private,Tutong,8727,Masters Degree,Engineering,IBTE,Waiting List,E,E,D,C,D,D,U,A,D,U,C,C,,,,,,,,,4,0
STU1201,Female,16,International,Brunei-Muara,3942,Diploma,ICT,Politeknik Brunei,Waiting List,U,E,E,C,D,C,B,D,E,D,E,U,,,,,,,,,3,0
STU1202,Male,16,International,Temburong,3600,Postgraduate,Engineering,IBTE,Waiting List,E,E,E,B,C,A,D,A,C,E,U,U,,,,,,,,,5,0
STU1203,Male,20,Public,Brunei-Muara,2013,Diploma,Business,Laksamana College of Business,Rejected,U,D,A,U,D,A,B,A,D,B,A,E,,,,,,,,,6,0
STU1204,Female,19,Public,Temburong,7709,Degree,ICT,Politeknik Brunei,Waiting List,B,D,C,C,A,B,U,U,D,U,D,C,C,,A,,,,,,6,2
STU1205,Male,16,Public,Tutong,9412,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,C,D,U,C,U,D,E,B,D,U,C,A,,B,,,,,,,5,1
STU1206,Male,20,Public,Brunei-Muara,7360,Degree,Engineering,IBTE,Waiting List,D,B,B,U,D,U,D,B,E,A,E,E,,,,,,,,,4,0
STU1207,Male,20,Private,Tutong,9609,Postgraduate,Business,Laksamana College of Business,Rejected,U,C,B,B,E,E,A,C,A,E,C,E,,,U,,,,,,7,0
STU1208,Female,18,International,Belait,3160,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,D,C,B,A,U,A,U,B,A,U,A,,,,A,,,,,8,1
STU1209,Male,19,Public,Temburong,8601,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,B,B,A,A,B,D,B,E,E,B,A,,,,,,,,,8,0
STU1210,Male,20,Private,Belait,9489,Postgraduate,Business,Laksamana College of Business,Waiting List,C,C,C,U,A,A,A,U,B,A,U,U,,,,,D,,U,,8,0
STU1211,Female,20,Public,Tutong,4924,Degree,Business,Laksamana College of Business,Waiting List,D,C,U,U,A,U,A,A,D,A,U,B,D,E,,,,,U,,6,0
STU1212,Female,16,Private,Temburong,1582,Postgraduate,Engineering,IBTE,Waiting List,D,E,D,D,A,C,D,U,U,U,C,E,,,,,,,,,3,0
STU1213,Female,18,Private,Tutong,9850,Diploma,Business,Laksamana College of Business,Accepted,U,A,C,E,C,U,C,C,C,D,A,A,,,,,D,,C,U,8,1
STU1214,Female,20,Private,Tutong,2741,Masters Degree,Engineering,IBTE,Waiting List,C,E,C,D,B,D,D,A,C,D,B,E,,,,,,,,,6,0
STU1215,Male,17,Private,Brunei-Muara,9406,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,C,D,E,C,D,B,D,A,D,B,C,B,,,,C,,A,,,7,2
STU1216,Male,19,International,Brunei-Muara,8034,Postgraduate,ICT,Politeknik Brunei,Rejected,A,C,D,B,D,D,B,U,C,E,E,D,,,C,,,,,,5,1
STU1217,Female,20,International,Belait,2364,Degree,Engineering,IBTE,Accepted,D,U,A,A,A,B,A,U,E,A,D,E,,A,C,,,,,E,6,2
STU1218,Male,17,Public,Tutong,6893,Degree,Business,Laksamana College of Business,Waiting List,D,C,A,A,A,D,U,E,B,D,B,B,,,,,,,,,7,0
STU1219,Female,19,Private,Brunei-Muara,9463,Diploma,Engineering,IBTE,Accepted,A,B,C,D,U,U,A,E,B,U,D,B,,,,,,,,,6,0
STU1220,Male,16,International,Belait,4179,Degree,Engineering,IBTE,Waiting List,B,E,D,C,A,U,E,B,E,D,A,U,,,,,,,,,5,0
STU1221,Female,16,Private,Tutong,2583,Postgraduate,Engineering,IBTE,Waiting List,D,E,E,B,E,B,A,B,B,D,U,C,,,,,,,,,6,0
STU1222,Female,20,International,Temburong,9834,Diploma,Engineering,IBTE,Rejected,U,E,U,D,U,A,C,U,C,D,E,A,,,,,,,,,4,0
STU1223,Male,18,Public,Belait,1525,Diploma,Business,Laksamana College of Business,Rejected,D,A,U,B,B,B,U,U,D,B,D,U,,,,,,,A,D,5,1
STU1224,Male,16,Public,Tutong,7334,Postgraduate,Engineering,IBTE,Waiting List,C,C,A,E,E,U,C,D,A,E,U,D,,U,,,,C,,,5,1
STU1225,Female,20,Public,Tutong,6656,Diploma,ICT,Politeknik Brunei,Accepted,B,U,U,B,A,B,C,A,C,C,B,U,,,,,,,,U,9,0
STU1226,Female,16,Private,Brunei-Muara,3723,Masters Degree,Business,Laksamana College of Business,Accepted,U,C,C,C,B,B,A,C,U,E,U,B,,,,,,,,,8,0
STU1227,Male,17,Private,Tutong,7851,Postgraduate,Business,Laksamana College of Business,Rejected,C,E,C,U,C,D,C,C,E,B,E,U,,B,D,,,B,,,6,2
STU1228,Female,20,Public,Belait,5737,Degree,Business,Laksamana College of Business,Rejected,C,A,A,A,A,D,D,D,U,A,U,E,,,,,,,,,6,0
STU1229,Female,17,International,Brunei-Muara,1317,Diploma,Business,Laksamana College of Business,Accepted,B,B,C,C,D,E,B,D,A,C,C,D,,,,,,,,,8,0
STU1230,Female,20,International,Belait,4580,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,D,U,B,B,E,A,D,C,E,D,C,,,,,,,,,5,0
STU1231,Female,18,Private,Brunei-Muara,4574,Degree,Business,Laksamana College of Business,Rejected,E,U,U,E,C,D,C,B,B,D,D,U,,D,,E,,,,,4,0
STU1232,Female,16,Public,Belait,3795,Degree,ICT,Politeknik Brunei,Accepted,C,B,B,B,C,E,D,C,B,A,B,D,,,,,,,,,9,0
STU1233,Male,19,International,Brunei-Muara,2912,Postgraduate,ICT,Politeknik Brunei,Accepted,A,B,A,U,D,C,U,U,A,B,E,C,,,,,,,,,7,0
STU1234,Female,18,Private,Temburong,5618,Postgraduate,ICT,Politeknik Brunei,Waiting List,D,C,D,D,A,C,C,E,D,A,U,A,,,,,,,,,6,0
STU1235,Female,17,International,Belait,5777,Degree,ICT,Politeknik Brunei,Accepted,E,U,A,A,C,A,U,A,E,A,B,U,,,,D,,U,,B,7,1
STU1236,Female,20,International,Tutong,2803,Diploma,Business,Laksamana College of Business,Rejected,E,D,U,A,B,U,E,E,B,B,U,B,,,,,,,,,5,0
STU1237,Female,20,International,Temburong,5840,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,E,C,C,B,E,E,U,D,C,A,B,C,,,,,,,,,7,0
STU1238,Male,17,Public,Temburong,2836,Diploma,Engineering,IBTE,Rejected,C,D,C,D,U,U,A,E,C,A,U,D,,,,,,E,,,5,0
STU1239,Female,17,International,Brunei-Muara,8976,Diploma,Business,Laksamana College of Business,Rejected,E,B,D,U,D,D,C,E,E,B,C,A,,C,,,E,U,,,5,1
STU1240,Male,17,International,Tutong,9131,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,A,E,C,B,C,D,C,C,A,U,D,A,,,,,,,,,8,0
STU1241,Male,20,International,Belait,7841,Postgraduate,ICT,Politeknik Brunei,Waiting List,B,C,C,E,A,A,C,B,C,U,B,A,A,,,,,E,,,10,1
STU1242,Male,16,Public,Tutong,2391,Postgraduate,ICT,Politeknik Brunei,Accepted,E,D,C,C,C,E,D,B,E,E,B,B,,,,,A,,,A,6,2
STU1243,Male,18,International,Tutong,8415,Masters Degree,Business,Laksamana College of Business,Accepted,D,A,C,D,U,D,C,U,A,U,E,B,,,C,,,,C,,5,2
STU1244,Female,19,International,Tutong,5645,Degree,Engineering,IBTE,Rejected,E,A,C,B,D,E,A,E,U,B,C,E,,E,E,,,,,E,6,0
STU1245,Male,18,International,Belait,3616,Degree,Engineering,IBTE,Rejected,E,E,D,D,A,A,E,U,E,U,A,C,,,U,,U,,,,4,0
STU1246,Male,18,Private,Belait,2485,Masters Degree,Business,Laksamana College of Business,Waiting List,C,U,E,U,U,C,D,D,C,A,C,U,D,,,C,,,E,,5,1
STU1247,Male,20,Private,Temburong,6605,Diploma,Engineering,IBTE,Waiting List,E,B,C,A,E,C,U,A,B,B,C,U,,,,,U,,,,8,0
STU1248,Male,16,Private,Belait,4268,Diploma,Business,Laksamana College of Business,Accepted,U,D,E,A,D,D,U,E,B,D,E,D,,,,,,,U,,2,0
STU1249,Female,16,Private,Brunei-Muara,7861,Postgraduate,Engineering,IBTE,Rejected,U,A,C,E,C,E,D,C,U,E,B,A,D,,,D,,,,,6,0
STU1250,Male,19,Public,Brunei-Muara,9628,Degree,Business,Laksamana College of Business,Waiting List,B,E,U,U,E,D,U,B,A,D,B,C,,,A,,,,,,5,1
STU1251,Female,17,International,Temburong,3460,Masters Degree,ICT,Politeknik Brunei,Accepted,D,E,B,B,A,A,B,B,E,C,C,D,,,,,,,,,8,0
STU1252,Male,20,International,Temburong,2257,Degree,Engineering,IBTE,Waiting List,A,C,B,A,E,B,E,A,C,U,C,B,D,,,C,D,,,,9,1
STU1253,Male,19,Private,Temburong,4846,Degree,ICT,Politeknik Brunei,Rejected,E,C,U,C,C,B,C,C,A,E,U,C,U,,,,C,,,D,8,1
STU1254,Female,17,Private,Tutong,8014,Postgraduate,ICT,Politeknik Brunei,Rejected,A,B,C,D,U,E,D,A,D,B,E,E,,,,,,,,,5,0
STU1255,Female,17,International,Belait,4609,Diploma,Business,Laksamana College of Business,Accepted,U,U,C,D,U,U,C,B,B,E,E,B,,,,,,,,,5,0
STU1256,Female,17,Private,Temburong,8336,Postgraduate,Business,Laksamana College of Business,Waiting List,B,E,B,U,E,D,A,C,D,U,C,B,C,,,U,,,,,6,1
STU1257,Female,17,Public,Brunei-Muara,6413,Masters Degree,Engineering,IBTE,Rejected,C,A,A,C,B,E,D,B,C,U,D,E,,,,B,,,,E,7,1
STU1258,Female,17,International,Temburong,5848,Degree,Business,Laksamana College of Business,Rejected,A,U,A,B,A,A,B,U,U,U,D,E,,,,B,,,,,6,1
STU1259,Male,19,Private,Tutong,9582,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,B,C,B,A,C,A,D,E,C,C,C,U,,,,,,,,,9,0
STU1260,Male,19,Private,Brunei-Muara,5461,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,B,B,A,B,U,A,E,E,D,D,D,,U,,,,,,B,6,1
STU1261,Male,16,Public,Brunei-Muara,4709,Masters Degree,ICT,Politeknik Brunei,Accepted,E,D,U,C,D,E,C,D,C,U,E,E,,,,,,,,,3,0
STU1262,Male,18,Public,Brunei-Muara,8734,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,A,A,U,U,B,E,B,U,B,C,U,E,,,,,,,,,6,0
STU1263,Male,19,Public,Brunei-Muara,7336,Degree,Business,Laksamana College of Business,Rejected,B,C,U,E,E,C,U,B,A,U,D,U,,,,,,,,A,5,1
STU1264,Male,16,Public,Temburong,1803,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,B,E,D,E,B,D,E,E,U,A,A,,C,,,,,,,5,1
STU1265,Female,17,Private,Temburong,6783,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,B,A,B,A,A,A,C,U,C,A,E,B,,,,,,,,,10,0
STU1266,Male,18,International,Tutong,3209,Diploma,Engineering,IBTE,Waiting List,A,U,D,E,C,B,E,A,A,D,D,A,,,,,,,,,6,0
STU1267,Male,16,International,Temburong,7949,Degree,Business,Laksamana College of Business,Rejected,C,C,C,B,A,E,B,B,U,B,E,C,,,,,,,,,9,0
STU1268,Male,20,Private,Tutong,7387,Degree,ICT,Politeknik Brunei,Rejected,E,C,U,B,A,A,E,B,A,U,U,D,,,,,,,,,6,0
STU1269,Male,20,Private,Belait,4447,Postgraduate,ICT,Politeknik Brunei,Waiting List,C,A,E,C,A,D,E,A,B,C,U,U,,B,,,,,,,7,1
STU1270,Male,19,Public,Belait,8105,Degree,ICT,Politeknik Brunei,Accepted,B,E,D,B,E,C,E,E,B,D,E,U,,,,,,B,,E,4,1
STU1271,Male,16,International,Belait,2714,Diploma,Business,Laksamana College of Business,Accepted,U,B,D,B,C,A,E,B,B,C,D,D,,,U,,,,,,7,0
STU1272,Female,20,Private,Belait,4659,Masters Degree,Engineering,IBTE,Accepted,A,D,B,C,A,C,C,D,B,B,A,E,,,,,,,,,9,0
STU1273,Female,18,Private,Brunei-Muara,9828,Masters Degree,Business,Laksamana College of Business,Rejected,U,U,U,C,B,B,E,A,B,B,D,A,,,,,,,,A,7,1
STU1274,Male,20,Private,Belait,6279,Postgraduate,Engineering,IBTE,Rejected,U,A,B,E,E,D,D,D,A,U,D,E,E,U,,,,,,E,3,0
STU1275,Male,17,International,Tutong,2638,Masters Degree,ICT,Politeknik Brunei,Waiting List,A,C,E,C,D,D,B,A,E,U,E,D,,,,E,U,,,E,5,0
STU1276,Male,16,Public,Tutong,2477,Masters Degree,ICT,Politeknik Brunei,Rejected,B,E,U,U,C,E,C,C,C,A,U,D,,,E,,,,,,6,0
STU1277,Male,19,Public,Belait,4776,Degree,ICT,Politeknik Brunei,Waiting List,D,E,A,D,D,U,A,E,D,D,B,C,,,U,D,,,,,4,0
STU1278,Female,16,Public,Belait,9798,Degree,Business,Laksamana College of Business,Waiting List,D,C,C,U,U,E,D,B,B,U,U,D,B,,,A,,,A,,4,3
STU1279,Female,20,Private,Temburong,7896,Postgraduate,Business,Laksamana College of Business,Rejected,A,E,C,D,U,A,C,B,U,A,C,B,,,,,,,,,8,0
STU1280,Female,17,Public,Brunei-Muara,6024,Diploma,Engineering,IBTE,Accepted,B,B,B,D,B,C,D,A,D,U,E,B,,,,B,,,B,,7,2
STU1281,Female,16,Public,Brunei-Muara,9119,Degree,Business,Laksamana College of Business,Waiting List,D,E,D,C,U,U,C,A,A,B,D,E,,,,,,,,,5,0
STU1282,Male,18,Private,Temburong,5541,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,A,A,E,A,U,E,B,E,C,D,C,,,,B,,,,,7,1
STU1283,Female,18,International,Temburong,1841,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,A,U,D,B,C,E,E,U,D,E,C,E,B,,,,,,U,U,4,1
STU1284,Male,16,Private,Temburong,9433,Postgraduate,Business,Laksamana College of Business,Waiting List,B,E,C,D,U,U,C,B,E,B,E,B,,,,,,,,,6,0
STU1285,Male,19,Public,Tutong,5683,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,D,E,E,E,C,U,C,D,C,U,B,D,,,,,,,,,4,0
STU1286,Male,16,Public,Tutong,9478,Postgraduate,Business,Laksamana College of Business,Waiting List,C,C,E,C,U,E,B,B,U,C,D,A,,,,,,,,,7,0
STU1287,Male,18,Public,Belait,1601,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,B,A,E,U,E,B,D,B,E,A,C,,,,,,,,C,6,1
STU1288,Female,17,Private,Belait,6773,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,B,E,U,D,A,B,C,U,U,D,E,A,,,,,,,,,5,0
STU1289,Female,16,International,Brunei-Muara,8709,Postgraduate,Business,Laksamana College of Business,Accepted,A,A,E,A,D,D,U,D,D,D,D,E,,,,D,,,,A,3,1
STU1290,Female,18,Public,Belait,7307,Diploma,ICT,Politeknik Brunei,Rejected,U,U,D,D,C,B,U,D,A,B,B,B,,,,,,,,,6,0
STU1291,Female,19,Public,Brunei-Muara,4249,Masters Degree,Engineering,IBTE,Rejected,A,B,U,A,B,U,U,B,C,A,B,A,,,,,,,,,9,0
STU1292,Female,17,International,Temburong,6629,Degree,ICT,Politeknik Brunei,Rejected,D,U,D,D,B,U,C,D,E,A,A,C,,,,,,,,,5,0
STU1293,Male,20,Private,Temburong,6091,Postgraduate,ICT,Politeknik Brunei,Accepted,C,C,U,A,C,B,B,B,E,B,E,E,,,,,,,,,8,0
STU1294,Male,19,Public,Temburong,7169,Diploma,Engineering,IBTE,Accepted,E,U,U,E,U,B,C,B,D,E,B,B,,,,,,,,,5,0
STU1295,Male,18,Public,Temburong,7351,Masters Degree,Engineering,IBTE,Accepted,B,U,C,B,E,C,B,C,E,B,C,B,,E,,,,B,,D,9,1
STU1296,Male,20,Public,Brunei-Muara,5585,Postgraduate,ICT,Politeknik Brunei,Accepted,D,U,C,D,D,E,U,C,A,D,A,C,,,,,,,,,5,0
STU1297,Male,19,Public,Temburong,5555,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,D,B,E,U,D,A,D,A,E,B,C,,,,,,,,,6,0
STU1298,Female,16,International,Temburong,8646,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,C,D,U,A,D,E,E,E,C,B,U,E,A,,,,B,,,4,2
STU1299,Male,18,International,Temburong,4250,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,C,A,E,E,C,B,U,U,D,A,E,U,,,,,,,,,5,0
STU1300,Female,20,International,Temburong,1938,Degree,Business,Laksamana College of Business,Accepted,U,A,C,B,U,U,B,B,C,U,E,D,,,B,,,,B,,6,2
STU1301,Female,17,International,Brunei-Muara,9995,Masters Degree,ICT,Politeknik Brunei,Waiting List,E,D,B,B,A,C,U,A,B,A,A,A,,,E,,,,,,9,0
STU1302,Female,17,Public,Temburong,6021,Masters Degree,Engineering,IBTE,Accepted,D,U,E,A,D,E,C,B,A,A,B,C,,,,U,,,,,7,0
STU1303,Female,17,Private,Belait,4453,Diploma,Business,Laksamana College of Business,Accepted,B,D,B,B,C,B,C,B,E,U,U,A,,,,,,,,A,8,1
STU1304,Male,19,Private,Temburong,8346,Diploma,Business,Laksamana College of Business,Accepted,E,U,D,U,D,B,B,E,U,B,A,U,,,,,,,,,4,0
STU1305,Female,16,Public,Belait,8293,Masters Degree,ICT,Politeknik Brunei,Accepted,E,D,E,U,E,C,A,B,D,A,E,U,,,,,,,,,4,0
STU1306,Male,16,Private,Tutong,6040,Degree,Business,Laksamana College of Business,Waiting List,U,D,U,D,B,C,A,B,E,B,A,A,,,,,,,,,7,0
STU1307,Male,18,International,Tutong,8541,Postgraduate,Engineering,IBTE,Accepted,E,D,A,U,C,E,D,A,D,C,E,U,,,,,,U,,C,4,1
STU1308,Male,19,Private,Tutong,6834,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,D,B,D,D,C,C,B,U,E,A,C,B,,,,,B,,A,6,3
STU1309,Male,20,International,Temburong,4077,Postgraduate,Engineering,IBTE,Waiting List,E,B,C,B,A,A,B,U,B,B,U,A,,,,,,,C,,9,1
STU1310,Female,19,Public,Belait,3984,Diploma,Engineering,IBTE,Accepted,U,D,B,E,A,U,B,E,E,U,A,U,,,,,,,,,4,0
STU1311,Female,18,Public,Temburong,4970,Masters Degree,Engineering,IBTE,Rejected,B,B,E,E,D,D,D,U,U,C,C,E,,,,,,,,,4,0
STU1312,Male,16,Private,Brunei-Muara,5966,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,B,B,B,U,D,D,C,B,E,U,C,,,,D,,,,,6,0
STU1313,Female,17,International,Brunei-Muara,6191,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,D,U,A,B,U,E,B,D,C,C,B,,,,,,,,,7,0
STU1314,Female,20,International,Brunei-Muara,1330,Postgraduate,Engineering,IBTE,Accepted,A,E,A,A,U,A,U,E,D,U,E,B,,,,,,,,,5,0
STU1315,Female,20,Public,Temburong,8541,Masters Degree,Business,Laksamana College of Business,Accepted,B,D,E,A,A,B,U,C,A,C,A,C,C,,D,,,,,D,9,1
STU1316,Male,20,Private,Belait,4066,Masters Degree,ICT,Politeknik Brunei,Accepted,A,U,C,A,E,B,C,D,E,C,U,B,,U,,,,,,D,7,0
STU1317,Male,17,Private,Belait,1610,Degree,Business,Laksamana College of Business,Rejected,B,B,C,C,A,D,C,A,A,D,U,A,,,,,,,,,9,0
STU1318,Female,17,Private,Brunei-Muara,6550,Masters Degree,Engineering,IBTE,Rejected,E,C,D,A,E,C,A,U,D,C,U,U,,,,,,,,,5,0
STU1319,Male,20,Private,Brunei-Muara,9231,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,D,U,D,D,A,B,D,B,D,E,C,,,,,,,,,5,0
