Student_ID,Age,Gender,School_Type,District,O_Level_Results,A_Level_Results,O_Level_Credits,A_Level_Credits,Preferred_Program,Preferred_Institution,Enrolled,Program,Success_Level,Previous_Achievements,Extra_Curricular,Interest_Areas,Recommended_Program,Household_Income,Parental_Education,Attendance,Study_Hours
STU1168,17,Female,Private,Temburong,7.96,3.19,9,2,Health Sciences,Universiti Brunei Darussalam,0,Education,Medium,Debate,0,Humanities,Business,3334,Diploma,98.14,13
STU1169,19,Female,Public,Brunei-Muara,4.21,3.17,4,2,Health Sciences,Micronet International College,1,Health Sciences,Low,Science Fair,1,Science,Health Sciences,4515,Masters,95.84,5
STU1170,20,Male,Private,Tutong,7.18,6.76,8,3,Health Sciences,International Graduate Studies College,0,Business,Medium,Sports,1,Science,Business,2337,High School,86.62,6
STU1171,17,Male,Public,Belait,8.02,5.08,5,3,Business,International Graduate Studies College,1,Business,Medium,Science Fair,0,Arts,IT,2170,Masters,92.41,17
STU1172,17,Male,Public,Temburong,3.64,4.69,9,2,Education,International Graduate Studies College,0,Business,Medium,Sports,0,Humanities,Education,2179,High School,89.6,9
STU1173,18,Male,Private,Belait,4,3.75,7,2,Business,Universiti Brunei Darussalam,1,Business,High,Debate,0,Humanities,IT,3334,High School,89.54,7
STU1174,19,Male,Public,Belait,5.72,5.98,6,3,Business,International Graduate Studies College,1,IT,Low,Debate,0,Humanities,Engineering,2957,Masters,97.82,9
STU1175,20,Male,Private,Brunei-Muara,4.96,6.07,8,3,Health Sciences,Politeknik Brunei,1,Business,High,Arts,0,Science,Business,2255,High School,90.87,5
STU1176,18,Female,Private,Temburong,2.67,6.97,9,3,IT,Politeknik Brunei,1,Engineering,Low,Arts,1,Technology,IT,2171,High School,93.31,10
STU1177,18,Male,Public,Tutong,7.16,2.96,4,2,Business,Politeknik Brunei,0,Education,Low,Arts,0,Arts,Business,3138,Degree,86.04,7
STU1178,19,Male,Public,Brunei-Muara,7.25,6.59,8,1,Engineering,International Graduate Studies College,0,Engineering,Low,Sports,1,Business,IT,1412,Diploma,99.71,7
STU1179,18,Male,Public,Brunei-Muara,8.16,6.76,5,4,Health Sciences,International Graduate Studies College,1,Engineering,Low,None,1,Technology,IT,4680,Degree,88.94,7
STU1180,20,Male,Public,Temburong,4.06,2.98,9,2,Education,Micronet International College,1,Engineering,Low,None,1,Science,Health Sciences,4930,High School,85.83,7
STU1181,18,Male,Private,Temburong,5.28,2.18,6,1,Health Sciences,International Graduate Studies College,0,Business,Medium,Arts,0,Business,Business,3295,Degree,96.98,9
STU1182,17,Male,Public,Temburong,7.05,6.56,5,1,Engineering,Micronet International College,1,Business,Medium,Debate,0,Arts,IT,4832,High School,88.64,15
STU1183,19,Male,Private,Tutong,7.91,5.86,8,2,Education,Universiti Brunei Darussalam,0,Business,Low,Debate,0,Humanities,Business,4324,Masters,95.62,18
STU1184,21,Female,Public,Tutong,3.73,6.39,4,3,Business,Politeknik Brunei,0,Health Sciences,High,Science Fair,1,Humanities,Engineering,1331,High School,91.62,8
STU1185,21,Male,Private,Temburong,7.97,8.48,5,1,Health Sciences,Politeknik Brunei,1,Health Sciences,High,Sports,1,Humanities,IT,1031,Degree,85.63,9
STU1186,17,Female,Public,Tutong,8.5,3.93,4,1,Engineering,Universiti Brunei Darussalam,0,Business,Low,Debate,1,Business,Education,3296,Degree,77.86,11
STU1187,18,Female,Public,Belait,5.1,8.17,8,3,Engineering,Universiti Brunei Darussalam,0,Business,Low,Arts,1,Arts,Business,2805,Degree,82.4,9
STU1188,21,Female,Private,Belait,4.69,3.8,5,1,Education,International Graduate Studies College,0,IT,High,Arts,1,Business,Business,2141,High School,95.4,10
STU1189,20,Female,Private,Brunei-Muara,5.92,6.74,5,3,Education,Universiti Brunei Darussalam,0,Engineering,High,Debate,0,Science,Education,4712,Diploma,86.16,16
STU1190,17,Female,Private,Brunei-Muara,7.24,4.9,8,3,Health Sciences,Politeknik Brunei,0,Health Sciences,High,Debate,0,Arts,Engineering,2748,Degree,90.87,12
STU1191,18,Male,Public,Tutong,3.51,7.11,9,4,Business,International Graduate Studies College,1,Health Sciences,Low,None,0,Technology,Business,4431,Degree,91.97,9
STU1192,20,Female,Public,Tutong,5.37,2.07,9,2,Business,International Graduate Studies College,0,Education,High,Science Fair,1,Business,Business,2488,Diploma,96.78,12
STU1193,18,Female,Private,Tutong,4.57,4.82,9,2,Education,Politeknik Brunei,0,IT,High,None,1,Technology,IT,4649,Masters,85.45,7
STU1194,19,Female,Private,Belait,6.86,8.34,9,2,Health Sciences,Universiti Brunei Darussalam,0,Health Sciences,Medium,Arts,1,Science,Health Sciences,3901,Masters,88.58,19
STU1195,21,Female,Public,Temburong,2.52,2.99,5,2,Health Sciences,Universiti Brunei Darussalam,0,Business,High,Science Fair,0,Business,Health Sciences,1596,Masters,77.05,18
STU1196,20,Male,Public,Temburong,5.82,7.21,8,4,Education,Universiti Brunei Darussalam,1,IT,Medium,Science Fair,1,Arts,Engineering,4715,Diploma,77.88,10
STU1197,20,Female,Private,Belait,8.94,3.06,4,2,Business,International Graduate Studies College,1,Education,Low,Debate,1,Humanities,IT,2200,High School,95.45,15
STU1198,20,Male,Public,Belait,5.78,2.72,9,4,Engineering,International Graduate Studies College,0,Health Sciences,Low,Debate,1,Technology,Engineering,4791,Masters,75.93,8
STU1199,18,Female,Private,Tutong,6,8.24,5,4,Education,Micronet International College,1,Engineering,High,Sports,1,Business,Education,4425,Diploma,85.25,19
STU1200,19,Female,Public,Temburong,5.45,3.94,8,3,Engineering,Universiti Brunei Darussalam,1,Education,High,None,1,Arts,Health Sciences,2727,Masters,95.53,16
STU1201,20,Male,Public,Temburong,3.74,3.24,7,4,Engineering,Universiti Brunei Darussalam,1,Business,Medium,Sports,0,Science,Engineering,1063,Diploma,76.11,18
STU1202,21,Female,Private,Brunei-Muara,2.97,4.47,9,2,IT,Micronet International College,0,Health Sciences,Medium,Sports,1,Science,Engineering,3368,Masters,94.44,9
STU1203,21,Female,Public,Belait,8.52,7.68,6,3,Engineering,Politeknik Brunei,1,IT,High,Science Fair,1,Business,Health Sciences,3182,Masters,80.05,15
STU1204,20,Female,Private,Tutong,2.86,3.6,7,1,Health Sciences,International Graduate Studies College,0,Business,High,Science Fair,1,Humanities,IT,2295,Degree,90.08,12
STU1205,20,Male,Private,Belait,2.38,2.52,5,3,Engineering,International Graduate Studies College,0,Engineering,High,Sports,0,Technology,Education,2697,Diploma,88.77,10
STU1206,20,Female,Public,Temburong,8.12,6.71,9,1,Engineering,Universiti Brunei Darussalam,0,Health Sciences,High,Sports,0,Business,Education,3945,Masters,94.74,5
STU1207,21,Male,Public,Temburong,2.36,4.35,5,4,IT,Micronet International College,1,Education,Medium,Science Fair,1,Business,Health Sciences,3612,High School,79.69,8
STU1208,19,Male,Private,Brunei-Muara,4.18,6.88,8,1,Education,Politeknik Brunei,0,Education,Medium,Science Fair,0,Business,Education,1080,Diploma,91.83,7
STU1209,20,Male,Public,Brunei-Muara,2.58,7.46,8,3,Engineering,Universiti Brunei Darussalam,1,Education,Low,Sports,1,Technology,Engineering,2922,Masters,79.65,12
STU1210,20,Male,Private,Tutong,2.07,8.38,8,4,Engineering,Politeknik Brunei,1,Education,Medium,Debate,1,Humanities,Health Sciences,1068,Degree,96.4,18
STU1211,20,Female,Private,Temburong,6.01,4.76,7,4,Engineering,Universiti Brunei Darussalam,1,Education,High,Sports,0,Arts,Engineering,2882,Degree,98.18,10
STU1212,21,Male,Private,Belait,7.26,3.04,5,4,Health Sciences,Universiti Brunei Darussalam,0,Health Sciences,Low,Arts,0,Science,Business,3134,Degree,99.26,13
STU1213,19,Male,Private,Temburong,7.49,3.3,8,4,IT,Universiti Brunei Darussalam,1,IT,Low,Debate,1,Arts,Business,2540,Masters,81.6,19
STU1214,17,Female,Private,Tutong,8.86,3.12,7,2,IT,Micronet International College,1,Education,Low,None,0,Humanities,IT,4661,Degree,94.65,15
STU1215,17,Female,Public,Temburong,7.5,2.12,4,1,Engineering,Micronet International College,1,IT,High,Arts,0,Business,Health Sciences,3425,Masters,92,5
STU1216,18,Female,Private,Tutong,5.52,4.88,8,2,Health Sciences,International Graduate Studies College,0,Health Sciences,Low,None,0,Business,Business,4585,Degree,93.68,9
STU1217,17,Male,Public,Brunei-Muara,8.14,7.22,7,2,Business,Politeknik Brunei,0,Health Sciences,Low,None,1,Science,Engineering,2090,Masters,81.43,18
STU1218,21,Female,Public,Brunei-Muara,2.06,3.97,9,3,Health Sciences,Universiti Brunei Darussalam,0,IT,High,None,0,Arts,Education,2041,Diploma,78.98,15
STU1219,21,Male,Private,Belait,2.69,6.99,7,2,Health Sciences,International Graduate Studies College,1,Business,Low,Sports,0,Humanities,Health Sciences,3634,Masters,95.6,10
STU1220,21,Male,Public,Tutong,2.45,2.72,8,4,Business,Micronet International College,0,Education,High,Sports,1,Technology,IT,3400,Diploma,95.2,12
STU1221,20,Male,Private,Brunei-Muara,4,8.09,8,1,Education,Universiti Brunei Darussalam,1,Business,High,Sports,1,Arts,Engineering,1110,Degree,85.46,12
STU1222,20,Male,Public,Brunei-Muara,8.24,5.86,9,1,Business,Politeknik Brunei,1,Engineering,Low,Debate,0,Business,IT,2441,Degree,76.48,6
STU1223,18,Male,Public,Temburong,5.38,8.46,5,4,Health Sciences,Politeknik Brunei,1,Business,Low,None,1,Arts,Business,1786,Degree,96.27,11
STU1224,17,Female,Public,Temburong,7.48,3.49,6,4,Education,Politeknik Brunei,0,Business,High,Debate,1,Arts,Business,2215,Degree,82.23,13
STU1225,17,Male,Public,Temburong,3.4,5.8,7,3,IT,Micronet International College,1,Health Sciences,High,Arts,1,Arts,Business,1594,Diploma,86.13,18
STU1226,17,Male,Public,Tutong,3.95,2.71,4,2,Health Sciences,Micronet International College,1,IT,Medium,Debate,0,Humanities,Health Sciences,4486,High School,84.99,10
STU1227,21,Female,Private,Temburong,7.14,5.45,7,4,Health Sciences,Micronet International College,1,Business,Low,None,1,Technology,Health Sciences,1876,High School,95.15,15
STU1228,18,Male,Private,Brunei-Muara,6.97,5.96,7,4,Engineering,Politeknik Brunei,1,Health Sciences,High,None,0,Technology,Education,1127,Diploma,97.1,17
STU1229,20,Male,Private,Brunei-Muara,7.69,8.29,9,4,IT,Universiti Brunei Darussalam,1,IT,Medium,Arts,0,Science,Education,1453,Degree,91.62,11
STU1230,21,Female,Public,Brunei-Muara,7.39,6.27,6,2,Business,Politeknik Brunei,0,Business,High,None,0,Business,Business,1308,High School,94.43,6
STU1231,18,Male,Private,Brunei-Muara,8.6,7.71,6,2,Business,International Graduate Studies College,1,Health Sciences,Medium,Debate,0,Business,IT,3858,Degree,88.84,8
STU1232,21,Male,Public,Belait,2.16,8.59,5,4,Education,Micronet International College,1,Education,Low,None,1,Business,IT,3664,Masters,91.31,13
STU1233,19,Female,Private,Tutong,4.3,5.2,7,1,Business,Universiti Brunei Darussalam,1,Business,High,Science Fair,0,Humanities,IT,2317,Diploma,81.2,9
STU1234,19,Female,Public,Brunei-Muara,2.12,2.7,6,3,Engineering,Micronet International College,1,Business,Low,Science Fair,1,Arts,Health Sciences,1692,High School,92.84,11
STU1235,21,Male,Private,Brunei-Muara,6.59,7,9,1,Health Sciences,Micronet International College,1,IT,High,Debate,0,Arts,Business,3486,Degree,79.26,7
STU1236,21,Female,Public,Tutong,3.86,4.25,7,2,Business,International Graduate Studies College,1,IT,Medium,Science Fair,1,Humanities,Education,2957,Degree,96.34,8
STU1237,17,Male,Private,Temburong,2.26,2.86,4,2,Health Sciences,International Graduate Studies College,1,Business,High,None,1,Arts,Health Sciences,4312,Masters,90.51,14
STU1238,20,Female,Public,Tutong,2.44,7.92,4,4,Health Sciences,International Graduate Studies College,0,Engineering,High,Arts,0,Business,Education,1288,Degree,86.19,19
STU1239,18,Male,Private,Brunei-Muara,2.82,5.26,5,1,Education,Politeknik Brunei,0,Health Sciences,Medium,Sports,1,Business,Engineering,4240,Degree,91.19,10
STU1240,17,Male,Private,Tutong,3.98,5.4,4,2,Engineering,International Graduate Studies College,1,Business,High,Arts,0,Arts,IT,4735,Degree,88.28,19
STU1241,20,Female,Public,Tutong,7.28,6.3,4,4,Engineering,Universiti Brunei Darussalam,0,Health Sciences,Low,Science Fair,0,Business,Health Sciences,3268,Degree,86.89,10
STU1242,17,Male,Public,Temburong,6.92,8.06,5,1,Education,International Graduate Studies College,1,Health Sciences,Low,None,1,Technology,Health Sciences,3867,High School,86.7,19
STU1243,21,Male,Private,Temburong,6.57,3.3,7,4,Business,Universiti Brunei Darussalam,0,Business,Low,None,1,Business,IT,4123,Masters,94.32,15
STU1244,20,Female,Private,Temburong,6.99,2.49,9,2,Education,Micronet International College,0,Education,Medium,Sports,0,Technology,Business,1750,Diploma,94.72,16
STU1245,21,Male,Private,Brunei-Muara,8.3,3.93,8,1,IT,International Graduate Studies College,1,Health Sciences,Medium,Debate,0,Arts,Health Sciences,2963,Degree,93,19
STU1246,20,Male,Private,Tutong,5.28,8.29,7,1,Business,Universiti Brunei Darussalam,0,Engineering,Low,Science Fair,1,Business,IT,2409,Degree,86.73,11
STU1247,21,Male,Private,Brunei-Muara,2.32,2.38,9,3,Business,Universiti Brunei Darussalam,1,Health Sciences,High,Arts,1,Science,Education,4135,Degree,95.18,17
STU1248,19,Male,Public,Belait,4.39,6.88,8,3,Education,Universiti Brunei Darussalam,0,IT,High,Arts,1,Technology,Engineering,4686,Degree,91.47,5
STU1249,17,Male,Public,Brunei-Muara,3.08,8.34,9,3,Health Sciences,International Graduate Studies College,0,Business,High,Debate,1,Humanities,IT,1915,Masters,75.18,9
STU1250,18,Female,Public,Temburong,3.81,3.62,6,3,Health Sciences,Politeknik Brunei,1,Business,Medium,Arts,1,Business,Education,2603,Masters,90.73,15
STU1251,21,Male,Private,Belait,3.31,4.6,9,1,IT,Universiti Brunei Darussalam,1,Engineering,High,None,0,Science,IT,1015,Degree,76.11,9
STU1252,17,Female,Private,Brunei-Muara,4.09,2.18,6,3,Education,Micronet International College,0,IT,Low,None,1,Business,Health Sciences,3776,Diploma,83.79,18
STU1253,21,Male,Public,Belait,7.73,7.96,4,3,Engineering,Micronet International College,0,Education,Medium,Debate,0,Science,Engineering,4405,Degree,77.75,9
STU1254,19,Female,Public,Tutong,4.83,8.9,6,3,Health Sciences,Politeknik Brunei,0,Education,Medium,Debate,1,Science,IT,1885,Diploma,82.95,19
STU1255,21,Female,Public,Brunei-Muara,4.91,6.56,5,3,Business,Universiti Brunei Darussalam,0,IT,High,Sports,0,Arts,Health Sciences,1394,Degree,96.46,11
STU1256,17,Male,Public,Brunei-Muara,7.4,2.22,6,4,Health Sciences,Politeknik Brunei,0,Business,Low,Sports,0,Arts,Engineering,4696,Diploma,75.38,7
STU1257,19,Male,Public,Brunei-Muara,7.27,8.11,6,1,Education,Universiti Brunei Darussalam,0,Engineering,High,Arts,0,Humanities,Education,1900,High School,87.01,15
STU1258,18,Female,Public,Brunei-Muara,3.8,2.68,9,2,Engineering,Universiti Brunei Darussalam,1,Engineering,High,Sports,0,Technology,Engineering,4719,High School,95.18,7
STU1259,21,Male,Private,Temburong,8.46,4.28,6,2,IT,Universiti Brunei Darussalam,0,IT,High,None,1,Humanities,IT,1705,High School,83.34,6
STU1260,17,Male,Private,Brunei-Muara,6.69,2.02,4,3,IT,Micronet International College,0,Health Sciences,Medium,Sports,0,Technology,IT,4297,Diploma,92.13,7
STU1261,21,Male,Private,Brunei-Muara,2.65,4.17,4,4,Education,Micronet International College,1,Health Sciences,High,Sports,1,Humanities,Engineering,3915,High School,75.05,13
STU1262,18,Female,Private,Belait,8.73,5.49,4,2,Business,Politeknik Brunei,0,Business,Medium,None,1,Arts,Education,1841,High School,83.67,14
STU1263,17,Male,Private,Brunei-Muara,6.88,8.64,4,2,IT,Universiti Brunei Darussalam,1,IT,Low,Debate,0,Technology,Health Sciences,3511,Degree,95.15,7
STU1264,17,Female,Private,Brunei-Muara,6.94,8.67,6,1,Health Sciences,Politeknik Brunei,0,Education,Medium,None,1,Technology,Education,4443,High School,92.1,10
STU1265,21,Female,Private,Temburong,8.1,3.67,7,2,IT,Micronet International College,0,Business,Medium,Arts,1,Technology,Health Sciences,1983,Diploma,75.01,15
STU1266,19,Female,Private,Tutong,8.86,7.07,6,2,Business,International Graduate Studies College,1,Business,High,Debate,1,Business,Education,4243,Degree,86.42,15
STU1267,19,Female,Private,Temburong,8.52,6.31,6,1,Engineering,Universiti Brunei Darussalam,0,IT,Low,Debate,1,Technology,Education,2454,Degree,95.1,11
STU1268,18,Male,Public,Tutong,6.29,2.62,5,4,IT,Politeknik Brunei,0,Health Sciences,High,Science Fair,1,Technology,Engineering,3834,Degree,79.98,14
STU1269,20,Male,Public,Belait,8.22,3.64,4,3,Education,Universiti Brunei Darussalam,1,IT,Medium,None,0,Arts,Education,3076,Masters,75.52,18
STU1270,21,Male,Public,Temburong,6.76,8.84,5,3,Health Sciences,Politeknik Brunei,1,IT,High,Arts,1,Humanities,IT,4554,Masters,95.65,9
STU1271,17,Female,Public,Temburong,7.95,4.09,4,4,Health Sciences,Universiti Brunei Darussalam,1,IT,Low,None,0,Business,Health Sciences,1951,High School,85.16,8
STU1272,21,Female,Public,Belait,5.75,6.66,9,1,Education,Politeknik Brunei,1,Engineering,Medium,Science Fair,1,Arts,IT,3029,Diploma,94.47,11
STU1273,19,Male,Private,Brunei-Muara,2.1,7.01,6,2,IT,International Graduate Studies College,1,IT,Low,Science Fair,0,Humanities,Health Sciences,2369,Masters,78.55,19
STU1274,21,Female,Private,Brunei-Muara,5.93,4.54,7,2,Education,Micronet International College,1,Health Sciences,High,None,0,Technology,Health Sciences,1377,Masters,86.88,17
STU1275,20,Female,Private,Brunei-Muara,2.28,5.37,9,2,Engineering,Politeknik Brunei,1,Health Sciences,High,Debate,1,Business,Business,3785,Degree,80.82,10
STU1276,18,Male,Private,Tutong,4.21,8.2,7,2,IT,Politeknik Brunei,1,Health Sciences,High,Arts,0,Technology,IT,1589,High School,95.24,15
STU1277,18,Female,Private,Tutong,4.53,5.56,5,4,IT,International Graduate Studies College,0,IT,Low,None,1,Business,IT,2439,Masters,93.15,16
STU1278,19,Female,Private,Belait,4.98,2.83,6,2,Business,Universiti Brunei Darussalam,0,Health Sciences,High,Science Fair,0,Arts,Engineering,1739,Masters,97.01,5
STU1279,20,Female,Private,Temburong,7.49,4.54,4,4,IT,Micronet International College,1,Education,High,Science Fair,0,Science,Business,3343,Degree,86.24,14
STU1280,18,Female,Private,Brunei-Muara,2.14,6.69,4,1,Education,International Graduate Studies College,0,Engineering,Low,Science Fair,1,Science,Education,4741,Degree,98.27,13
STU1281,19,Female,Private,Tutong,2.4,2.87,8,1,Health Sciences,Micronet International College,1,Education,Low,None,1,Technology,Business,1226,High School,91.51,14
STU1282,21,Male,Public,Belait,8.32,7.74,7,2,Health Sciences,Universiti Brunei Darussalam,0,IT,High,Science Fair,1,Humanities,Education,1380,Degree,83.19,5
STU1283,20,Male,Public,Belait,7.61,3.65,4,4,Education,Politeknik Brunei,1,Engineering,Medium,Debate,1,Arts,Engineering,2509,High School,85.46,10
STU1284,21,Male,Private,Brunei-Muara,2.59,3.06,9,2,Engineering,Micronet International College,0,IT,Medium,Arts,0,Humanities,Education,3530,Degree,97.51,14
STU1285,19,Female,Public,Tutong,4.31,3.38,5,2,Business,Politeknik Brunei,0,Engineering,Low,Debate,0,Humanities,Health Sciences,4403,High School,80.63,7
STU1286,18,Female,Private,Tutong,3.65,8.65,9,4,Education,Micronet International College,1,Health Sciences,Low,Science Fair,1,Arts,Education,2292,Masters,98.12,5
STU1287,19,Male,Private,Tutong,5.16,6.23,6,3,Health Sciences,Micronet International College,0,Business,High,Sports,0,Technology,Education,2702,Degree,94.49,17
STU1288,20,Female,Public,Temburong,2.61,8.88,6,2,Engineering,International Graduate Studies College,1,IT,Medium,Sports,1,Science,Education,2185,High School,98.39,8
STU1289,18,Male,Public,Belait,3.56,7.56,5,1,Business,Politeknik Brunei,0,Health Sciences,Medium,Sports,0,Technology,Engineering,2644,Diploma,86.88,18
STU1290,17,Female,Private,Brunei-Muara,5.55,8.14,6,4,Engineering,International Graduate Studies College,1,IT,Low,Debate,1,Technology,IT,1455,High School,79.36,5
STU1291,20,Male,Private,Brunei-Muara,3.87,7.4,7,4,Education,International Graduate Studies College,1,Education,Low,None,1,Technology,Engineering,3615,Masters,83.55,8
STU1292,18,Female,Public,Brunei-Muara,4.52,7.26,7,4,Health Sciences,Politeknik Brunei,0,IT,High,None,0,Business,Education,1461,Degree,94.9,18
STU1293,20,Female,Public,Temburong,2.41,2.69,4,3,Business,Universiti Brunei Darussalam,1,IT,High,Science Fair,1,Humanities,Engineering,4041,Masters,90.18,19
STU1294,21,Female,Private,Brunei-Muara,2.23,5.78,9,4,IT,Universiti Brunei Darussalam,1,Health Sciences,Medium,Sports,0,Business,Engineering,4541,Degree,94.94,15
STU1295,18,Male,Private,Belait,5.92,3.58,9,3,IT,International Graduate Studies College,0,Health Sciences,Low,Debate,1,Business,Education,1705,Masters,83.71,9
STU1296,17,Female,Private,Tutong,2.68,7.28,4,1,Education,Politeknik Brunei,1,Education,Medium,Sports,0,Business,Education,2176,Diploma,82.31,11
STU1297,19,Male,Private,Brunei-Muara,6.29,4.41,9,1,Business,Universiti Brunei Darussalam,0,Education,Medium,None,1,Technology,Business,3952,Masters,99.55,13
STU1298,17,Female,Public,Tutong,4.33,3.47,9,3,IT,International Graduate Studies College,0,Business,High,None,1,Arts,Health Sciences,1036,High School,84.75,7
STU1299,18,Male,Private,Temburong,7.97,2.11,8,2,Education,Universiti Brunei Darussalam,0,IT,High,Debate,0,Science,Education,2753,High School,88.73,17
STU1300,19,Male,Public,Tutong,2.5,6.39,6,1,Engineering,International Graduate Studies College,1,Business,High,Sports,0,Arts,Health Sciences,1688,Diploma,92.31,13
STU1301,17,Female,Public,Tutong,6.23,5.68,8,3,Health Sciences,Micronet International College,1,Health Sciences,High,Sports,1,Arts,Business,3301,Degree,77.2,8
STU1302,21,Female,Private,Temburong,7.45,8.38,8,3,IT,Universiti Brunei Darussalam,1,Health Sciences,High,Science Fair,0,Technology,Health Sciences,4227,Degree,85.47,12
STU1303,21,Female,Private,Brunei-Muara,9,2.58,8,1,Business,Universiti Brunei Darussalam,1,Business,Medium,None,0,Arts,IT,3340,Masters,79.24,15
STU1304,19,Female,Public,Tutong,7.25,3.28,6,4,Education,Micronet International College,1,Education,Low,None,1,Business,Education,2239,Degree,96.42,16
STU1305,19,Female,Public,Brunei-Muara,8.46,6.88,8,3,Engineering,Politeknik Brunei,0,Business,High,Debate,0,Arts,IT,1038,Masters,97.43,18
STU1306,20,Female,Private,Belait,5.41,7.39,7,3,Education,Politeknik Brunei,0,Business,Medium,None,1,Technology,Engineering,1327,Diploma,91.74,8
STU1307,18,Female,Private,Brunei-Muara,6.77,2.64,8,4,Education,International Graduate Studies College,0,Business,High,None,0,Science,Education,3830,Masters,81.3,11
STU1308,18,Female,Public,Belait,5.54,8.11,4,2,Engineering,Micronet International College,1,IT,Medium,Arts,0,Technology,Health Sciences,1796,Diploma,88.67,19
STU1309,19,Male,Private,Belait,5.32,3.58,5,4,Education,Universiti Brunei Darussalam,0,Education,High,Science Fair,1,Arts,IT,3516,Diploma,94.28,10
STU1310,20,Male,Private,Belait,6.11,4.39,4,4,Education,Micronet International College,1,Health Sciences,Low,None,1,Science,Education,1586,Masters,92.17,17
STU1311,20,Male,Private,Brunei-Muara,8.92,5.07,6,2,Education,International Graduate Studies College,0,Health Sciences,Low,Arts,0,Arts,Health Sciences,1922,Masters,76.41,17
STU1312,20,Female,Private,Brunei-Muara,2.12,5.45,8,4,Business,Universiti Brunei Darussalam,1,Engineering,Medium,Debate,0,Science,IT,1227,Degree,80.68,12
STU1313,20,Male,Public,Brunei-Muara,3.39,2.46,8,1,Health Sciences,Politeknik Brunei,0,IT,Medium,Debate,0,Science,Business,2201,Diploma,75.42,11
STU1314,18,Female,Private,Tutong,5.85,5.13,4,1,Health Sciences,Universiti Brunei Darussalam,1,Business,Medium,Debate,0,Science,IT,2543,Masters,83.94,15
STU1315,18,Male,Private,Temburong,8.05,7.82,8,4,Education,International Graduate Studies College,1,Education,Low,Arts,0,Arts,Education,2048,Masters,88.1,16
STU1316,17,Male,Private,Tutong,5.29,5.91,5,3,Education,International Graduate Studies College,1,Health Sciences,High,Debate,1,Humanities,Education,2992,Masters,81.14,10
STU1317,17,Male,Private,Tutong,4.28,6.96,7,3,Business,Micronet International College,1,Health Sciences,Low,Sports,0,Technology,Education,3462,Degree,82.85,17
STU1318,20,Female,Public,Belait,5.25,5.52,5,2,Education,International Graduate Studies College,1,IT,Low,Debate,1,Arts,Business,3210,Masters,88.46,14
STU1319,17,Male,Public,Belait,6.93,4.7,9,3,Business,Micronet International College,0,Health Sciences,High,Debate,1,Arts,Health Sciences,2620,High School,77.09,9
STU1320,20,Female,Public,Tutong,7.84,3.05,5,2,Engineering,Universiti Brunei Darussalam,1,Health Sciences,Low,Debate,1,Arts,Health Sciences,3471,Diploma,79.59,10
STU1321,20,Male,Private,Tutong,3.17,3.67,9,1,Business,International Graduate Studies College,1,IT,Medium,Debate,1,Technology,Business,2914,Degree,79.31,13
STU1322,18,Female,Public,Temburong,8.06,8.93,4,1,Education,Politeknik Brunei,1,IT,Medium,Sports,1,Humanities,Business,4569,Masters,98.57,12
STU1323,20,Male,Public,Temburong,5.97,5.1,4,2,Business,Universiti Brunei Darussalam,1,Business,High,Science Fair,1,Humanities,Health Sciences,1842,Masters,92.95,18
STU1324,19,Male,Private,Brunei-Muara,3.3,8.83,8,4,Health Sciences,Universiti Brunei Darussalam,0,Education,Low,Debate,1,Science,Health Sciences,1841,Diploma,76.98,19
STU1325,17,Male,Public,Brunei-Muara,5.46,5.89,9,2,Engineering,Universiti Brunei Darussalam,0,Engineering,High,Debate,1,Humanities,Business,1208,Degree,83.94,13
STU1326,21,Male,Private,Belait,7.47,5.9,7,1,Engineering,Micronet International College,1,Health Sciences,Low,Science Fair,1,Business,Education,3788,Masters,93.31,5
STU1327,21,Male,Private,Temburong,7.81,7.91,9,4,Engineering,International Graduate Studies College,1,Business,Medium,Sports,1,Science,IT,2087,High School,88.25,19
STU1328,19,Male,Private,Belait,8.19,2.36,5,1,Health Sciences,Politeknik Brunei,0,Business,Medium,None,1,Business,Engineering,1196,Masters,98.21,7
STU1329,20,Female,Private,Temburong,8.93,4.11,6,4,IT,International Graduate Studies College,1,Business,Medium,Arts,1,Arts,Engineering,1502,High School,92.41,6
STU1330,20,Male,Private,Belait,8.32,2.78,9,4,Engineering,Universiti Brunei Darussalam,1,Engineering,Low,Arts,0,Business,Health Sciences,3715,Degree,82.48,19
STU1331,19,Male,Public,Belait,7.42,2.99,6,4,Education,Politeknik Brunei,1,Engineering,High,None,1,Humanities,Health Sciences,3943,Masters,76.63,9
STU1332,18,Female,Public,Belait,6.08,4.3,6,2,IT,Micronet International College,1,Engineering,Low,None,0,Arts,IT,2324,High School,95.19,13
STU1333,21,Female,Private,Brunei-Muara,7.55,5.52,5,4,Education,International Graduate Studies College,1,Health Sciences,Low,None,0,Technology,Education,1987,Diploma,87.75,9
STU1334,21,Female,Public,Belait,7.42,2.37,9,1,Education,Universiti Brunei Darussalam,0,Engineering,Low,Science Fair,0,Technology,Business,1478,High School,77.21,13
STU1335,19,Female,Private,Belait,4.65,7.25,9,1,Business,Micronet International College,0,Engineering,High,Debate,0,Business,Health Sciences,3648,Degree,78.43,14
STU1336,20,Female,Public,Temburong,3.63,5.93,4,1,Business,Universiti Brunei Darussalam,0,Engineering,Medium,Sports,0,Arts,IT,3258,Degree,87.88,10
