Student_ID,Gender,Age,School_Type,District,Family_Income,Parent_Education_Level,Preferred_Program,Recommended_Program,Applied_Institution,Enrolled,Success_Level,Previous_Achievements,Extra_Curricular,Interest_Areas,Attendance,Study_Hours,O_Level_Mathematics,O_Level_English,O_Level_Malay_Language,O_Level_Islamic_Religious_Knowledge,O_Level_Chemistry,O_Level_Biology,O_Level_Physics,O_Level_Combined_Science,O_Level_Commerce,O_Level_Economics,O_Level_Computer_Science,O_Level_Additional_Maths,A_Level_Mathematics,A_Level_English,A_Level_Chemistry,A_Level_Biology,A_Level_Physics,A_Level_Commerce,A_Level_Economics,A_Level_Computer_Science,O_Level_Credits,A_Level_Credits,O_Level_Results,A_Level_Results
STU1246,Male,18,Private,Belait,2485,Masters Degree,Business,IT,Universiti Brunei Darussalam,0,Low,Science Fair,1,Business,86.73,11,C,U,E,U,U,C,D,D,C,A,C,U,D,,,C,,,E,,5,1,5.28,8.29
STU1247,Male,20,Private,Temburong,6605,Diploma,Business,Education,Universiti Brunei Darussalam,1,High,Arts,1,Science,95.18,17,E,B,C,A,E,C,U,A,B,B,C,U,,,,,U,,,,8,0,2.32,2.38
STU1248,Male,16,Private,Belait,4268,Diploma,Education,Engineering,Universiti Brunei Darussalam,0,High,Arts,1,Technology,91.47,5,U,D,E,A,D,D,U,E,B,D,E,D,,,,,,,U,,2,0,4.39,6.88
STU1249,Female,16,Private,Brunei-Muara,7861,Postgraduate,Health Sciences,IT,International Graduate Studies College,0,High,Debate,1,Humanities,75.18,9,U,A,C,E,C,E,D,C,U,E,B,A,D,,,D,,,,,6,0,3.08,8.34
STU1250,Male,19,Public,Brunei-Muara,9628,Degree,Health Sciences,Education,Politeknik Brunei,1,Medium,Arts,1,Business,90.73,15,B,E,U,U,E,D,U,B,A,D,B,C,,,A,,,,,,5,1,3.81,3.62
STU1251,Female,17,International,Temburong,3460,Masters Degree,IT,IT,Universiti Brunei Darussalam,1,High,None,0,Science,76.11,9,D,E,B,B,A,A,B,B,E,C,C,D,,,,,,,,,8,0,3.31,4.6
STU1252,Male,20,International,Temburong,2257,Degree,Education,Health Sciences,Micronet International College,0,Low,None,1,Business,83.79,18,A,C,B,A,E,B,E,A,C,U,C,B,D,,,C,D,,,,9,1,4.09,2.18
STU1253,Male,19,Private,Temburong,4846,Degree,Engineering,Engineering,Micronet International College,0,Medium,Debate,0,Science,77.75,9,E,C,U,C,C,B,C,C,A,E,U,C,U,,,,C,,,D,8,1,7.73,7.96
STU1254,Female,17,Private,Tutong,8014,Postgraduate,Health Sciences,IT,Politeknik Brunei,0,Medium,Debate,1,Science,82.95,19,A,B,C,D,U,E,D,A,D,B,E,E,,,,,,,,,5,0,4.83,8.9
STU1255,Female,17,International,Belait,4609,Diploma,Business,Health Sciences,Universiti Brunei Darussalam,0,High,Sports,0,Arts,96.46,11,U,U,C,D,U,U,C,B,B,E,E,B,,,,,,,,,5,0,4.91,6.56
STU1256,Female,17,Private,Temburong,8336,Postgraduate,Health Sciences,Engineering,Politeknik Brunei,0,Low,Sports,0,Arts,75.38,7,B,E,B,U,E,D,A,C,D,U,C,B,C,,,U,,,,,6,1,7.4,2.22
STU1257,Female,17,Public,Brunei-Muara,6413,Masters Degree,Education,Education,Universiti Brunei Darussalam,0,High,Arts,0,Humanities,87.01,15,C,A,A,C,B,E,D,B,C,U,D,E,,,,B,,,,E,7,1,7.27,8.11
STU1258,Female,17,International,Temburong,5848,Degree,Engineering,Engineering,Universiti Brunei Darussalam,1,High,Sports,0,Technology,95.18,7,A,U,A,B,A,A,B,U,U,U,D,E,,,,B,,,,,6,1,3.8,2.68
STU1259,Male,19,Private,Tutong,9582,Postgraduate,IT,IT,Universiti Brunei Darussalam,0,High,None,1,Humanities,83.34,6,B,C,B,A,C,A,D,E,C,C,C,U,,,,,,,,,9,0,8.46,4.28
STU1260,Male,19,Private,Brunei-Muara,5461,Masters Degree,IT,IT,Micronet International College,0,Medium,Sports,0,Technology,92.13,7,C,B,B,A,B,U,A,E,E,D,D,D,,U,,,,,,B,6,1,6.69,2.02
STU1261,Male,16,Public,Brunei-Muara,4709,Masters Degree,Education,Engineering,Micronet International College,1,High,Sports,1,Humanities,75.05,13,E,D,U,C,D,E,C,D,C,U,E,E,,,,,,,,,3,0,2.65,4.17
STU1262,Male,18,Public,Brunei-Muara,8734,Masters Degree,Business,Education,Politeknik Brunei,0,Medium,None,1,Arts,83.67,14,A,A,U,U,B,E,B,U,B,C,U,E,,,,,,,,,6,0,8.73,5.49
STU1263,Male,19,Public,Brunei-Muara,7336,Degree,IT,Health Sciences,Universiti Brunei Darussalam,1,Low,Debate,0,Technology,95.15,7,B,C,U,E,E,C,U,B,A,U,D,U,,,,,,,,A,5,1,6.88,8.64
STU1264,Male,16,Public,Temburong,1803,Masters Degree,Health Sciences,Education,Politeknik Brunei,0,Medium,None,1,Technology,92.1,10,B,B,E,D,E,B,D,E,E,U,A,A,,C,,,,,,,5,1,6.94,8.67
STU1265,Female,17,Private,Temburong,6783,Masters Degree,IT,Health Sciences,Micronet International College,0,Medium,Arts,1,Technology,75.01,15,B,A,B,A,A,A,C,U,C,A,E,B,,,,,,,,,10,0,8.1,3.67
STU1266,Male,18,International,Tutong,3209,Diploma,Business,Education,International Graduate Studies College,1,High,Debate,1,Business,86.42,15,A,U,D,E,C,B,E,A,A,D,D,A,,,,,,,,,6,0,8.86,7.07
STU1267,Male,16,International,Temburong,7949,Degree,Engineering,Education,Universiti Brunei Darussalam,0,Low,Debate,1,Technology,95.1,11,C,C,C,B,A,E,B,B,U,B,E,C,,,,,,,,,9,0,8.52,6.31
STU1268,Male,20,Private,Tutong,7387,Degree,IT,Engineering,Politeknik Brunei,0,High,Science Fair,1,Technology,79.98,14,E,C,U,B,A,A,E,B,A,U,U,D,,,,,,,,,6,0,6.29,2.62
STU1269,Male,20,Private,Belait,4447,Postgraduate,Education,Education,Universiti Brunei Darussalam,1,Medium,None,0,Arts,75.52,18,C,A,E,C,A,D,E,A,B,C,U,U,,B,,,,,,,7,1,8.22,3.64
STU1270,Male,19,Public,Belait,8105,Degree,Health Sciences,IT,Politeknik Brunei,1,High,Arts,1,Humanities,95.65,9,B,E,D,B,E,C,E,E,B,D,E,U,,,,,,B,,E,4,1,6.76,8.84
STU1271,Male,16,International,Belait,2714,Diploma,Health Sciences,Health Sciences,Universiti Brunei Darussalam,1,Low,None,0,Business,85.16,8,U,B,D,B,C,A,E,B,B,C,D,D,,,U,,,,,,7,0,7.95,4.09
STU1272,Female,20,Private,Belait,4659,Masters Degree,Education,IT,Politeknik Brunei,1,Medium,Science Fair,1,Arts,94.47,11,A,D,B,C,A,C,C,D,B,B,A,E,,,,,,,,,9,0,5.75,6.66
STU1273,Female,18,Private,Brunei-Muara,9828,Masters Degree,IT,Health Sciences,International Graduate Studies College,1,Low,Science Fair,0,Humanities,78.55,19,U,U,U,C,B,B,E,A,B,B,D,A,,,,,,,,A,7,1,2.1,7.01
STU1274,Male,20,Private,Belait,6279,Postgraduate,Education,Health Sciences,Micronet International College,1,High,None,0,Technology,86.88,17,U,A,B,E,E,D,D,D,A,U,D,E,E,U,,,,,,E,3,0,5.93,4.54
STU1275,Male,17,International,Tutong,2638,Masters Degree,Engineering,Business,Politeknik Brunei,1,High,Debate,1,Business,80.82,10,A,C,E,C,D,D,B,A,E,U,E,D,,,,E,U,,,E,5,0,2.28,5.37
STU1276,Male,16,Public,Tutong,2477,Masters Degree,IT,IT,Politeknik Brunei,1,High,Arts,0,Technology,95.24,15,B,E,U,U,C,E,C,C,C,A,U,D,,,E,,,,,,6,0,4.21,8.2
STU1277,Male,19,Public,Belait,4776,Degree,IT,IT,International Graduate Studies College,0,Low,None,1,Business,93.15,16,D,E,A,D,D,U,A,E,D,D,B,C,,,U,D,,,,,4,0,4.53,5.56
STU1278,Female,16,Public,Belait,9798,Degree,Business,Engineering,Universiti Brunei Darussalam,0,High,Science Fair,0,Arts,97.01,5,D,C,C,U,U,E,D,B,B,U,U,D,B,,,A,,,A,,4,3,4.98,2.83
STU1279,Female,20,Private,Temburong,7896,Postgraduate,IT,Business,Micronet International College,1,High,Science Fair,0,Science,86.24,14,A,E,C,D,U,A,C,B,U,A,C,B,,,,,,,,,8,0,7.49,4.54
STU1280,Female,17,Public,Brunei-Muara,6024,Diploma,Education,Education,International Graduate Studies College,0,Low,Science Fair,1,Science,98.27,13,B,B,B,D,B,C,D,A,D,U,E,B,,,,B,,,B,,7,2,2.14,6.69
STU1281,Female,16,Public,Brunei-Muara,9119,Degree,Health Sciences,Business,Micronet International College,1,Low,None,1,Technology,91.51,14,D,E,D,C,U,U,C,A,A,B,D,E,,,,,,,,,5,0,2.4,2.87
STU1282,Male,18,Private,Temburong,5541,Postgraduate,Health Sciences,Education,Universiti Brunei Darussalam,0,High,Science Fair,1,Humanities,83.19,5,C,A,A,E,A,U,E,B,E,C,D,C,,,,B,,,,,7,1,8.32,7.74
STU1283,Female,18,International,Temburong,1841,Postgraduate,Education,Engineering,Politeknik Brunei,1,Medium,Debate,1,Arts,85.46,10,A,U,D,B,C,E,E,U,D,E,C,E,B,,,,,,U,U,4,1,7.61,3.65
STU1284,Male,16,Private,Temburong,9433,Postgraduate,Engineering,Education,Micronet International College,0,Medium,Arts,0,Humanities,97.51,14,B,E,C,D,U,U,C,B,E,B,E,B,,,,,,,,,6,0,2.59,3.06
STU1285,Male,19,Public,Tutong,5683,Masters Degree,Business,Health Sciences,Politeknik Brunei,0,Low,Debate,0,Humanities,80.63,7,D,E,E,E,C,U,C,D,C,U,B,D,,,,,,,,,4,0,4.31,3.38
STU1286,Male,16,Public,Tutong,9478,Postgraduate,Education,Education,Micronet International College,1,Low,Science Fair,1,Arts,98.12,5,C,C,E,C,U,E,B,B,U,C,D,A,,,,,,,,,7,0,3.65,8.65
STU1287,Male,18,Public,Belait,1601,Degree,Health Sciences,Education,Micronet International College,0,High,Sports,0,Technology,94.49,17,D,B,A,E,U,E,B,D,B,E,A,C,,,,,,,,C,6,1,5.16,6.23
STU1288,Female,17,Private,Belait,6773,Postgraduate,Engineering,Education,International Graduate Studies College,1,Medium,Sports,1,Science,98.39,8,B,E,U,D,A,B,C,U,U,D,E,A,,,,,,,,,5,0,2.61,8.88
STU1289,Female,16,International,Brunei-Muara,8709,Postgraduate,Business,Engineering,Politeknik Brunei,0,Medium,Sports,0,Technology,86.88,18,A,A,E,A,D,D,U,D,D,D,D,E,,,,D,,,,A,3,1,3.56,7.56
STU1290,Female,18,Public,Belait,7307,Diploma,Engineering,IT,International Graduate Studies College,1,Low,Debate,1,Technology,79.36,5,U,U,D,D,C,B,U,D,A,B,B,B,,,,,,,,,6,0,5.55,8.14
STU1291,Female,19,Public,Brunei-Muara,4249,Masters Degree,Education,Engineering,International Graduate Studies College,1,Low,None,1,Technology,83.55,8,A,B,U,A,B,U,U,B,C,A,B,A,,,,,,,,,9,0,3.87,7.4
STU1292,Female,17,International,Temburong,6629,Degree,Health Sciences,Education,Politeknik Brunei,0,High,None,0,Business,94.9,18,D,U,D,D,B,U,C,D,E,A,A,C,,,,,,,,,5,0,4.52,7.26
STU1293,Male,20,Private,Temburong,6091,Postgraduate,Business,Engineering,Universiti Brunei Darussalam,1,High,Science Fair,1,Humanities,90.18,19,C,C,U,A,C,B,B,B,E,B,E,E,,,,,,,,,8,0,2.41,2.69
STU1294,Male,19,Public,Temburong,7169,Diploma,IT,Engineering,Universiti Brunei Darussalam,1,Medium,Sports,0,Business,94.94,15,E,U,U,E,U,B,C,B,D,E,B,B,,,,,,,,,5,0,2.23,5.78
STU1295,Male,18,Public,Temburong,7351,Masters Degree,IT,Education,International Graduate Studies College,0,Low,Debate,1,Business,83.71,9,B,U,C,B,E,C,B,C,E,B,C,B,,E,,,,B,,D,9,1,5.92,3.58
STU1296,Male,20,Public,Brunei-Muara,5585,Postgraduate,Education,Education,Politeknik Brunei,1,Medium,Sports,0,Business,82.31,11,D,U,C,D,D,E,U,C,A,D,A,C,,,,,,,,,5,0,2.68,7.28
STU1297,Male,19,Public,Temburong,5555,Degree,Business,Business,Universiti Brunei Darussalam,0,Medium,None,1,Technology,99.55,13,C,D,B,E,U,D,A,D,A,E,B,C,,,,,,,,,6,0,6.29,4.41
STU1298,Female,16,International,Temburong,8646,Degree,IT,Health Sciences,International Graduate Studies College,0,High,None,1,Arts,84.75,7,U,C,D,U,A,D,E,E,E,C,B,U,E,A,,,,B,,,4,2,4.33,3.47
STU1299,Male,18,International,Temburong,4250,Degree,Education,Education,Universiti Brunei Darussalam,0,High,Debate,0,Science,88.73,17,C,A,E,E,C,B,U,U,D,A,E,U,,,,,,,,,5,0,7.97,2.11
STU1300,Female,20,International,Temburong,1938,Degree,Engineering,Health Sciences,International Graduate Studies College,1,High,Sports,0,Arts,92.31,13,U,A,C,B,U,U,B,B,C,U,E,D,,,B,,,,B,,6,2,2.5,6.39
STU1301,Female,17,International,Brunei-Muara,9995,Masters Degree,Health Sciences,Business,Micronet International College,1,High,Sports,1,Arts,77.2,8,E,D,B,B,A,C,U,A,B,A,A,A,,,E,,,,,,9,0,6.23,5.68
STU1302,Female,17,Public,Temburong,6021,Masters Degree,IT,Health Sciences,Universiti Brunei Darussalam,1,High,Science Fair,0,Technology,85.47,12,D,U,E,A,D,E,C,B,A,A,B,C,,,,U,,,,,7,0,7.45,8.38
STU1303,Female,17,Private,Belait,4453,Diploma,Business,IT,Universiti Brunei Darussalam,1,Medium,None,0,Arts,79.24,15,B,D,B,B,C,B,C,B,E,U,U,A,,,,,,,,A,8,1,9,2.58
STU1304,Male,19,Private,Temburong,8346,Diploma,Education,Education,Micronet International College,1,Low,None,1,Business,96.42,16,E,U,D,U,D,B,B,E,U,B,A,U,,,,,,,,,4,0,7.25,3.28
STU1305,Female,16,Public,Belait,8293,Masters Degree,Engineering,IT,Politeknik Brunei,0,High,Debate,0,Arts,97.43,18,E,D,E,U,E,C,A,B,D,A,E,U,,,,,,,,,4,0,8.46,6.88
STU1306,Male,16,Private,Tutong,6040,Degree,Education,Engineering,Politeknik Brunei,0,Medium,None,1,Technology,91.74,8,U,D,U,D,B,C,A,B,E,B,A,A,,,,,,,,,7,0,5.41,7.39
STU1307,Male,18,International,Tutong,8541,Postgraduate,Education,Education,International Graduate Studies College,0,High,None,0,Science,81.3,11,E,D,A,U,C,E,D,A,D,C,E,U,,,,,,U,,C,4,1,6.77,2.64
STU1308,Male,19,Private,Tutong,6834,Degree,Engineering,Health Sciences,Micronet International College,1,Medium,Arts,0,Technology,88.67,19,D,D,B,D,D,C,C,B,U,E,A,C,B,,,,,B,,A,6,3,5.54,8.11
STU1309,Male,20,International,Temburong,4077,Postgraduate,Education,IT,Universiti Brunei Darussalam,0,High,Science Fair,1,Arts,94.28,10,E,B,C,B,A,A,B,U,B,B,U,A,,,,,,,C,,9,1,5.32,3.58
STU1310,Female,19,Public,Belait,3984,Diploma,Education,Education,Micronet International College,1,Low,None,1,Science,92.17,17,U,D,B,E,A,U,B,E,E,U,A,U,,,,,,,,,4,0,6.11,4.39
STU1311,Female,18,Public,Temburong,4970,Masters Degree,Education,Health Sciences,International Graduate Studies College,0,Low,Arts,0,Arts,76.41,17,B,B,E,E,D,D,D,U,U,C,C,E,,,,,,,,,4,0,8.92,5.07
STU1312,Male,16,Private,Brunei-Muara,5966,Degree,Business,IT,Universiti Brunei Darussalam,1,Medium,Debate,0,Science,80.68,12,U,B,B,B,U,D,D,C,B,E,U,C,,,,D,,,,,6,0,2.12,5.45
STU1313,Female,17,International,Brunei-Muara,6191,Diploma,Health Sciences,Business,Politeknik Brunei,0,Medium,Debate,0,Science,75.42,11,B,D,U,A,B,U,E,B,D,C,C,B,,,,,,,,,7,0,3.39,2.46
STU1314,Female,20,International,Brunei-Muara,1330,Postgraduate,Health Sciences,IT,Universiti Brunei Darussalam,1,Medium,Debate,0,Science,83.94,15,A,E,A,A,U,A,U,E,D,U,E,B,,,,,,,,,5,0,5.85,5.13
STU1315,Female,20,Public,Temburong,8541,Masters Degree,Education,Education,International Graduate Studies College,1,Low,Arts,0,Arts,88.1,16,B,D,E,A,A,B,U,C,A,C,A,C,C,,D,,,,,D,9,1,8.05,7.82
STU1316,Male,20,Private,Belait,4066,Masters Degree,Education,Education,International Graduate Studies College,1,High,Debate,1,Humanities,81.14,10,A,U,C,A,E,B,C,D,E,C,U,B,,U,,,,,,D,7,0,5.29,5.91
STU1317,Male,17,Private,Belait,1610,Degree,Business,Education,Micronet International College,1,Low,Sports,0,Technology,82.85,17,B,B,C,C,A,D,C,A,A,D,U,A,,,,,,,,,9,0,4.28,6.96
STU1318,Female,17,Private,Brunei-Muara,6550,Masters Degree,Education,Business,International Graduate Studies College,1,Low,Debate,1,Arts,88.46,14,E,C,D,A,E,C,A,U,D,C,U,U,,,,,,,,,5,0,5.25,5.52
STU1319,Male,20,Private,Brunei-Muara,9231,Postgraduate,Business,Health Sciences,Micronet International College,0,High,Debate,1,Arts,77.09,9,C,D,U,D,D,A,B,D,B,D,E,C,,,,,,,,,5,0,6.93,4.7
STU1320,Male,20,Private,Belait,8790,Diploma,Engineering,Health Sciences,Universiti Brunei Darussalam,1,Low,Debate,1,Arts,79.59,10,U,E,B,B,U,D,U,C,E,B,C,A,,,,,,,,,6,0,7.84,3.05
STU1321,Female,16,International,Temburong,3290,Degree,Business,Business,International Graduate Studies College,1,Medium,Debate,1,Technology,79.31,13,B,C,B,B,U,C,B,A,U,C,E,B,,,,,,,,,9,0,3.17,3.67
STU1322,Female,16,International,Tutong,1999,Degree,Education,Business,Politeknik Brunei,1,Medium,Sports,1,Humanities,98.57,12,C,U,U,A,C,A,U,A,C,E,E,E,,U,,,,,,,6,0,8.06,8.93
STU1323,Male,19,International,Tutong,4651,Diploma,Business,Health Sciences,Universiti Brunei Darussalam,1,High,Science Fair,1,Humanities,92.95,18,A,B,D,C,E,E,C,D,C,U,B,D,,,,,,,,,6,0,5.97,5.1
STU1324,Male,17,International,Temburong,7579,Postgraduate,Health Sciences,Health Sciences,Universiti Brunei Darussalam,0,Low,Debate,1,Science,76.98,19,A,A,A,C,B,C,U,A,A,D,A,C,,,,,D,,C,,10,1,3.3,8.83
STU1325,Female,20,Private,Brunei-Muara,2128,Masters Degree,Engineering,Business,Universiti Brunei Darussalam,0,High,Debate,1,Humanities,83.94,13,E,A,U,C,A,A,D,C,U,A,E,E,,,,,,,,,6,0,5.46,5.89
STU1326,Female,20,Private,Belait,9816,Diploma,Engineering,Education,Micronet International College,1,Low,Science Fair,1,Business,93.31,5,E,A,C,A,C,B,B,B,U,A,E,B,,C,,,B,,,,9,2,7.47,5.9
STU1327,Male,19,Public,Belait,3758,Degree,Engineering,IT,International Graduate Studies College,1,Medium,Sports,1,Science,88.25,19,B,A,C,C,B,C,C,B,U,A,A,D,E,B,,,,,,,10,1,7.81,7.91
STU1328,Male,20,Public,Tutong,4926,Diploma,Health Sciences,Engineering,Politeknik Brunei,0,Medium,None,1,Business,98.21,7,C,U,U,E,C,A,B,C,D,B,U,A,,,,,,,,,7,0,8.19,2.36
STU1329,Male,16,Public,Belait,7580,Masters Degree,IT,Engineering,International Graduate Studies College,1,Medium,Arts,1,Arts,92.41,6,D,U,D,A,A,D,B,D,A,U,C,C,,,,,,,,,6,0,8.93,4.11
STU1330,Female,17,Private,Belait,7840,Postgraduate,Engineering,Health Sciences,Universiti Brunei Darussalam,1,Low,Arts,0,Business,82.48,19,C,U,U,U,E,C,U,B,A,D,B,A,,,,,,,,,6,0,8.32,2.78
STU1331,Female,18,International,Belait,4522,Masters Degree,Education,Health Sciences,Politeknik Brunei,1,High,None,1,Humanities,76.63,9,C,E,C,E,E,B,U,U,A,D,B,B,,,,,,,,,6,0,7.42,2.99
STU1332,Female,19,Public,Tutong,5995,Postgraduate,IT,IT,Micronet International College,1,Low,None,0,Arts,95.19,13,D,U,D,C,A,B,U,A,C,U,U,A,A,,,,,,,,6,1,6.08,4.3
STU1333,Male,19,Public,Temburong,4647,Degree,Education,Education,International Graduate Studies College,1,Low,None,0,Technology,87.75,9,U,U,B,D,E,D,U,A,A,U,A,A,,,,,,,,U,5,0,7.55,5.52
STU1334,Male,18,Private,Temburong,1089,Diploma,Education,Business,Universiti Brunei Darussalam,0,Low,Science Fair,0,Technology,77.21,13,C,E,D,C,C,A,E,U,D,C,B,B,,,,,,,,,7,0,7.42,2.37
STU1335,Male,17,Private,Tutong,4894,Masters Degree,Business,Health Sciences,Micronet International College,0,High,Debate,0,Business,78.43,14,C,C,B,U,D,U,D,U,B,B,D,A,,,,,,,,,6,0,4.65,7.25
STU1336,Female,17,Private,Belait,3865,Postgraduate,Business,IT,Universiti Brunei Darussalam,0,Medium,Sports,0,Arts,87.88,10,C,E,E,A,C,C,E,E,D,B,A,C,,,,,,,,,7,0,3.63,5.93
STU1337,Female,17,Private,Belait,9484,Degree,Engineering,Health Sciences,Micronet International College,0,Medium,None,1,Arts,90.97,10,E,C,E,E,D,E,U,B,C,C,B,D,,,,,,C,,B,5,2,3.01,6.98
STU1338,Male,19,Private,Tutong,3833,Postgraduate,IT,IT,Micronet International College,1,Low,Sports,1,Business,86.96,13,C,D,U,U,C,C,C,C,D,E,U,A,,,,,,,,,6,0,5.99,7.66
STU1339,Female,17,Private,Tutong,3715,Masters Degree,Health Sciences,IT,Universiti Brunei Darussalam,0,Low,Debate,0,Technology,79.68,11,E,E,E,U,A,C,U,B,E,B,E,D,,,,,,,,,4,0,7.88,3.05
STU1340,Male,20,Private,Brunei-Muara,6384,Postgraduate,Engineering,Business,Micronet International College,0,Medium,Debate,0,Business,96.26,8,E,U,E,E,A,U,U,C,B,E,B,E,,,,,,,B,,4,1,7.1,3.93
STU1341,Female,19,International,Brunei-Muara,9770,Diploma,Health Sciences,Education,Universiti Brunei Darussalam,0,High,Sports,0,Business,91.65,11,E,C,U,E,D,A,C,B,C,C,A,E,,,,,A,,,B,7,2,6.51,8.08
STU1342,Male,17,International,Brunei-Muara,1060,Postgraduate,Education,Business,International Graduate Studies College,1,Medium,None,1,Technology,83.13,13,B,B,U,A,E,U,B,C,A,A,E,B,,,,,,,,,8,0,5.71,7.05
STU1343,Female,17,Public,Brunei-Muara,9728,Degree,Education,Business,Politeknik Brunei,0,Medium,Sports,1,Technology,80.54,12,B,D,A,D,A,B,A,A,U,B,C,C,,U,,,,C,,B,9,2,8.65,4.75
STU1344,Female,19,Public,Tutong,1215,Masters Degree,IT,Health Sciences,Micronet International College,0,Low,None,0,Business,91.64,11,C,D,A,C,U,D,C,U,E,C,C,E,,,C,,,E,,,6,1,4.36,6.65
STU1345,Female,16,Private,Brunei-Muara,1865,Postgraduate,Engineering,IT,Micronet International College,0,High,Science Fair,0,Science,95.94,18,E,D,E,B,A,E,U,B,C,A,D,E,,U,A,,,U,,,5,1,8.84,8.67
STU1346,Female,19,International,Temburong,4946,Masters Degree,Engineering,Education,Politeknik Brunei,0,Medium,Arts,0,Humanities,96.7,7,B,A,U,C,D,C,D,E,A,A,U,C,,,,,,,,,7,0,5.94,6.75
STU1347,Female,16,International,Brunei-Muara,4629,Degree,Business,Health Sciences,Universiti Brunei Darussalam,0,High,Sports,0,Business,76.37,11,C,A,U,E,E,B,U,D,U,C,B,C,,,,,,,,,6,0,8.44,6.98
STU1348,Male,18,Private,Temburong,1513,Degree,Engineering,Engineering,Universiti Brunei Darussalam,0,Medium,None,0,Science,83.23,13,B,B,E,B,D,B,C,D,B,A,E,C,,B,,,,,A,C,8,3,7.21,4.87
STU1349,Female,16,Public,Brunei-Muara,6932,Diploma,Engineering,Engineering,International Graduate Studies College,0,High,Science Fair,0,Arts,90.44,6,B,A,A,U,E,B,E,B,C,A,E,E,,,,,,,,,7,0,2.67,6.99
STU1350,Male,16,Private,Temburong,1607,Diploma,Education,Business,International Graduate Studies College,1,High,Science Fair,0,Technology,79.6,9,D,A,U,C,E,C,E,U,B,E,U,C,,,,D,C,,,,5,1,7.64,3.74
STU1351,Male,18,Private,Brunei-Muara,1284,Degree,Engineering,Health Sciences,Politeknik Brunei,1,High,Science Fair,0,Business,97.91,15,D,B,U,B,C,C,C,D,C,C,B,E,,,,,,,,,8,0,7.01,7.36
STU1352,Female,19,Public,Tutong,3902,Degree,Engineering,Education,Micronet International College,0,Low,Science Fair,1,Humanities,80.57,17,E,C,A,E,E,C,B,D,E,E,B,D,,,,B,,D,,,5,1,6.78,7.23
STU1353,Female,20,Public,Temburong,6792,Postgraduate,Business,Business,Politeknik Brunei,1,Low,None,1,Business,90.36,14,A,C,U,A,C,U,B,D,B,A,U,C,,,,,,,,,8,0,2.23,8.8
STU1354,Female,19,International,Brunei-Muara,4631,Degree,Health Sciences,Business,Universiti Brunei Darussalam,1,Medium,Sports,0,Science,79.99,17,C,U,D,D,C,U,B,E,U,B,E,E,,,,,,,A,D,4,1,6.64,4.17
STU1355,Female,16,Public,Tutong,6347,Postgraduate,Engineering,Business,Universiti Brunei Darussalam,1,Low,Sports,1,Business,92.21,7,A,B,D,A,E,U,C,A,E,A,C,A,,,,,,A,D,,8,1,2.13,4.47
STU1356,Female,18,International,Tutong,2694,Masters Degree,Education,Engineering,Universiti Brunei Darussalam,0,Medium,None,0,Business,96.87,13,U,U,C,B,A,D,C,E,C,C,A,A,,,,,,,,,8,0,2.65,3.53
STU1357,Female,18,Private,Temburong,6750,Postgraduate,Business,Health Sciences,Universiti Brunei Darussalam,0,Medium,Science Fair,0,Humanities,81.94,19,D,E,B,B,U,C,B,U,C,B,B,B,,,,,,,,,8,0,3.22,3.78
STU1358,Male,17,Private,Temburong,7696,Diploma,IT,Engineering,International Graduate Studies College,0,Medium,None,1,Arts,95.68,12,U,D,D,D,C,E,E,A,E,D,D,D,A,,,,,,,B,2,2,6.89,4.27
STU1359,Female,17,Public,Tutong,4155,Diploma,Business,Education,International Graduate Studies College,1,Medium,Arts,0,Technology,90.44,16,A,D,B,E,E,E,B,A,E,A,A,D,,U,,,,D,,,6,0,7.61,7.81
STU1360,Female,16,International,Tutong,1196,Masters Degree,Education,Business,Politeknik Brunei,1,Low,Sports,0,Arts,76.79,7,C,U,U,B,C,A,C,A,D,B,U,A,,,,,,,,U,8,0,6.95,3.09
STU1361,Male,16,International,Tutong,5017,Diploma,Engineering,IT,International Graduate Studies College,0,Medium,Debate,0,Arts,80.79,9,U,A,B,E,C,D,U,C,A,C,D,B,,,,,,,,,7,0,7.7,3.69
STU1362,Female,17,International,Belait,7018,Postgraduate,Business,Engineering,Micronet International College,1,Medium,Science Fair,0,Humanities,86.88,9,D,A,E,D,A,A,C,A,B,B,B,B,D,,D,B,,,,,9,1,4.8,7.03
STU1363,Male,19,Public,Belait,5596,Diploma,Education,Business,Politeknik Brunei,1,Medium,Arts,1,Technology,90.18,10,E,D,A,C,B,E,B,D,B,D,U,B,,,D,,A,E,,,6,1,6.62,2.63
STU1364,Female,19,Public,Belait,6837,Diploma,IT,Business,Micronet International College,1,Medium,Arts,1,Humanities,82.26,12,D,D,U,A,U,E,E,U,U,D,D,A,,U,,,,U,,,2,0,8.22,2.7
STU1365,Female,20,Public,Tutong,1343,Postgraduate,Engineering,IT,Universiti Brunei Darussalam,1,Medium,Sports,0,Technology,77.64,15,C,B,C,E,C,E,B,A,C,E,E,C,,,,,,,,,8,0,8.12,8.35
STU1366,Male,18,Public,Brunei-Muara,2180,Postgraduate,Business,Engineering,Universiti Brunei Darussalam,1,High,Science Fair,1,Technology,82.16,16,D,U,D,A,C,C,E,D,E,A,B,C,,,,,,,,,6,0,3.71,5.46
